Index,Name,Date,Longitude,Latitude,Navy,Description,Cause
1966,Folia,11/03/1917,52.0328453224799,-7.77680754550772, United Kingdom , World War I: The cargo liner was torpedoed and sunk in the Atlantic Ocean 4 nautical miles (7.4 km) east south east of Ram Head by SM U-53 ( Kaiserliche Marine ) with the loss of seven crew.,submarine
1967,G. A. Savage,11/03/1917,50.155734, -5.710317, United Kingdom ," World War I: The coaster was torpedoed and sunk in the Atlantic Ocean off Pendeen Point , Cornwall by SM UC-47 ( Kaiserliche Marine ) with the loss of all nine crew.",submarine
1968,Gracia,11/03/1917,51.877976696,-8.03027799969956, Spain ," World War I: The cargo ship was sunk in the Atlantic Ocean 5 nautical miles (9.3 km) south of Ballycotton , County Cork , United Kingdom by SM U-53 ( Kaiserliche Marine ). Her crew survived.",submarine
1969,Horngarth,11/03/1917,2.32893330186684,-25.9264372561721, United Kingdom ," World War I: The cargo ship was scuttled in the Atlantic Ocean 220 nautical miles (410 km) east north east of the St Paul Rocks , Brazil by SMS Seeadler ( Kaiserliche Marine ) with the loss of a crew member.",scuttled
1970,Wordsworth,11/03/1917,-4.6557290610575,44.1629562, United Kingdom ," World War I: The cargo ship was scuttled in the Indian Ocean 680 nautical miles (1,260 km) west of Mahé, Seychelles by SMS Wolf ( Kaiserliche Marine ).",scuttled
1971,Alice Charles,12/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was scuttled in the Bay of Biscay off the Gironde Estuary by SM UC-21 ( Kaiserliche Marine ).,submarine
1972,Aréthuse,12/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was scuttled in the Bay of Biscay off the Gironde Estuary by SM UC-21 ( Kaiserliche Marine ).,submarine
1973,Bilswood,12/03/1917,31.18722,29.90278, United Kingdom ," World War I: The collier struck a mine and sank in the Mediterranean Sea 8 nautical miles (15 km) off Alexandria , Egypt. Her crew survived.",mine
1974,HMS E49,12/03/1917,60.61528,-1.407222, Royal Navy , World War I: The E -class submarine struck a mine and sank off the Shetland Islands with the loss of all 30 crew.,mine
1975,Einar Jarl,12/03/1917,50.2476263685294,-3.61841823846577, Norway ," World War I: The cargo ship was sunk in the English Channel 10 nautical miles (19 km) east south east of Start Point, Devon , United Kingdom by SM UC-66 ( Kaiserliche Marine ). Her crew survived.",submarine
1976,Forget-Me-Not,12/03/1917,50.3622240572683,-2.59110694147533, United Kingdom ," World War I: The fishing smack was sunk in the English Channel 12 nautical miles (22 km) south west of Portland Bill , Dorset by SM UC-66 ( Kaiserliche Marine ). Her crew survived.",submarine
1977,Marna,12/03/1917,58.6260897111458,-1.37418729011058, Norway ," World War I: The coaster was sunk in the North Sea 60 nautical miles (110 km) north east of Kinnaird Head , Aberdeenshire , United Kingdom by SM UC-44 ( Kaiserliche Marine ). Her crew survived.",submarine
1978,Reindeer,12/03/1917,50.4821033468934,-3.56321234593399, United Kingdom ," World War I: The fishing smack was scuttled in the English Channel 15 nautical miles (28 km) south east of Berry Head , Devon by SM UC-66 ( Kaiserliche Marine ). Her crew survived.",submarine
1979,HMS Skate,12/03/1917,52.06,4.015555, Royal Navy , World War I: The Admiralty R -class destroyer was torpedoed and damaged in the North Sea off the Maas Lightship ( Netherlands ) by SM UC-69 ( Kaiserliche Marine ) with the loss of a crew member.   She was repaired and returned to service.,submarine
1980,Comrades,13/03/1917,52.55416,1.761111, United Kingdom , World War I: The fishing smack was shelled and sunk in the North Sea off the coast of Norfolk by SM UB-32 ( Kaiserliche Marine ). Her crew survived.,submarine
1981,Demeterton,13/03/1917,49.1643278034168,-41.2674721701157, United Kingdom ," World War I: The cargo ship was scuttled in the Atlantic Ocean 730 nautical miles (1,350 km) east by north of Cape Race , Newfoundland by SMS Möwe ( Kaiserliche Marine ). Her crew were taken as prisoners of war.",scuttled
1982,De Tien Kinders,13/03/1917,52.55416,1.761111, Belgium , World War I: The fishing vessel was sunk in the North Sea off the coast of Norfolk by SM UB-32 ( Kaiserliche Marine ).,submarine
1983,Girda,13/03/1917,45.980508, -1.348463, Norway ," World War I: The cargo ship was sunk in the Bay of Biscay off the Île d'Oléron , Charente-Maritime , France by SM UC-21 ( Kaiserliche Marine ). Her crew survived.",submarine
1984,Gold Seeker,13/03/1917,52.55416,1.761111, United Kingdom , World War I: The fishing smack was shelled and sunk in the North Sea off the coast of Norfolk by SM UB-32 ( Kaiserliche Marine ). Her crew survived.,submarine
1985,Luciline,13/03/1917,52.175,-10.72972, United Kingdom ," World War I: The tanker was torpedoed and damaged in the Atlantic Ocean off Tearaght Island , County Kerry by SM U-61 ( Kaiserliche Marine ). She was beached but was later refloated.",submarine
1986,Navenby,13/03/1917,57.766940002536,-0.64850204, United Kingdom ," World War I: The trawler was scuttled in the North Sea 85 nautical miles (157 km) east of Rattray Head , Aberdeenshire by SM UC-44 ( Kaiserliche Marine ). Her crew survived.",submarine
1987,Norwegian,13/03/1917,51.5403524556266,-8.73323954395079, Norway ," World War I: The cargo ship struck a mine and sank in the Atlantic Ocean 4 nautical miles (7.4 km) south west of Seven Heads, Clonakilty , County Cork , United Kingdom with the loss of five of her crew.",mine
1988,SM UC-68,13/03/1917,50.31306,-3.776389, Kaiserliche Marine ," The Type UC II submarine was sunk by the detonation of one of her own mines off Start Point, Cornwall , United Kingdom with the loss of all 26 crew.",mine
1989,Vivina,13/03/1917,45.980508, -1.348463, Spain , World War I: The cargo ship was sunk in the Bay of Biscay 12 nautical miles (22 km) off the Île d'Oléron by SM UC-21 ( Kaiserliche Marine ). Her crew survived.,submarine
1990,Brika,14/03/1917,51.9254169318875,-6.6708394293976, United Kingdom , World War I: The cargo ship was torpedoed and sunk in St. George's Channel 13 nautical miles (24 km) south east by south of the Coningbeg Lightship ( United Kingdom ) by SM UC-47 ( Kaiserliche Marine ) with the loss of two of her crew.,submarine
1991,Governor,14/03/1917,51.4824999166517,-25.1254286, United Kingdom ," World War I: The cagro ship was torpedoed and sunk in the Atlantic Ocean 930 nautical miles (1,720 km) west of the Fastnet Rock by SMS Möwe ( Kaiserliche Marine ) with the loss of four of her crew. The survivors were taken as prisoners of war.",torpedo
1992,La Marne,14/03/1917,45.815675, -3.583904, France , World War I: The sailing vessel was sunk in the Bay of Biscay by SM UC-21 ( Kaiserliche Marine ).,submarine
1993,Orsova,14/03/1917,50.40083,-4.51, United Kingdom , World War I: The ocean liner struck a mine and was damaged in the Atlantic Ocean off the Eddystone Lighthouse with the loss of eight lives. She was beached but was later refloated.,mine
1994,Adieu Va,15/03/1917,49.655910, -1.235866, France ," World War I : The sailing vessel was sunk in the English Channel off Cape Barfleur , Manche by SM UB-18 ( Kaiserliche Marine ).",submarine
1995,Fleur d'Esperance,15/03/1917,47.1723658,-3.05384699951542, France ," World War I: The fishing vessel was shelled and sunk in the Bay of Biscay 8 nautical miles (15 km) south of Kerdonis Point, Belle Île , Morbihan by SM UC-21 ( Kaiserliche Marine ). Her crew survived.",submarine
1996,Solferino,15/03/1917,48.77060064,-5.284167, Norway ," World War I: The cargo ship was sunk in the Atlantic Ocean 7 nautical miles (13 km) north of Ouessant , Finistère , France by SM UC-47 ( Kaiserliche Marine ). Her crew survived.",submarine
1997,Anaïs,16/03/1917,47.5495142506867,-3.82129224979584, France ," World War I: The schooner was scuttled in the Atlantic Ocean 14 nautical miles (26 km) south east of the Glénan Islands , Finistère by SM UC-21 ( Kaiserliche Marine ). Her crew survived.",submarine
1998,Cordouan,16/03/1917,45.81472,-1.341667, France , World War I: The pilot boat was sunk in the Bay of Biscay off the coast of Gironde by SM UC-70 ( Kaiserliche Marine ).,submarine
1999,Gudbrand,16/03/1917,55.2138118749536,-1.41420412519489, Norway ," World War I: The cargo ship was sunk in the North Sea 7 nautical miles (13 km) north east of Blyth, Northumberland , United Kingdom by SM UC-50 ( Kaiserliche Marine ). Her crew survived.",submarine
2000,Madeleine Davoust,16/03/1917,47.872645970612,-4.4501819714915, France ," World War I: The schooner was shelled and damaged in the Bay of Biscay 6 nautical miles (11 km) north west of Penmarc'h , Finistère by SM UC-21 ( Kaiserliche Marine ). The attack was broken off due to the arrival of a torpedo boat . Madeleine Davoust was taken in tow but sank at Audierne.",submarine
2001,Pencaer,16/03/1917,51.7866948567963,-7.73824943079062, United Kingdom ," World War I: The fishing ketch was scuttled in the Atlantic Ocean 9 nautical miles (17 km) south by west of Ram Head, County Cork by SM UC-48 ( Kaiserliche Marine ). Her crew survived.",submarine
2002,HMT Protect,16/03/1917,68.561772,0.763606, Royal Navy , The naval trawler was lost on this date.,unspecified
2003,Sir Joseph,16/03/1917,49.8474619670428,-3.58353197842151, United Kingdom ," World War I: The ketch was scuttled in the English Channel 30 nautical miles (56 km) south south east of Start Point, Devon by SM UB-18 ( Kaiserliche Marine ). Her crew survived.",submarine
2004,Sully,16/03/1917,48.6536099986432,-5.53614684, France , World War I: The barque was scuttled in the Atlantic Ocean 15 nautical miles (28 km) west of Ouessant by SM UC-47 ( Kaiserliche Marine ). Her crew survived.,submarine
2005,William Martin,16/03/1917,51.9082818567963,-7.86817943079062, United Kingdom , World War I: The schooner was scuttled in the Atlantic Ocean 9 nautical miles (17 km) south by west of Ram Head by SM UC-48 ( Kaiserliche Marine ). Her crew survived.,submarine
2006,Alcide Marie,17/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was sunk in the Bay of Biscay off the coast of Gironde by SM UC-70 ( Kaiserliche Marine ).,submarine
2007,Antony,17/03/1917,52.1664485334262,-7.09975564788262, United Kingdom , World War I : The passenger ship was torpedoed and sunk in the Irish Sea 19 nautical miles (35 km) west by north of the Coningbeg Lightship ( United Kingdom ) by SM UC-48 ( Kaiserliche Marine ) with the loss of 55 lives.,submarine
2008,HMT Caledonia,17/03/1917,55.525770, -1.606832, Royal Navy ," World War I: The naval trawler was sunk in the North Sea off Newton-by-the-Sea , Northumberland by SM UC-50 ( Kaiserliche Marine ).",submarine
2009,Camille Emile,17/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was sunk in the Bay of Biscay off the coast of Gironde by SM UC-70 ( Kaiserliche Marine ).,submarine
2010,City of Memphis,17/03/1917,50.93354392,-9.64666699802936, United States , World War I: The passenger ship was sunk in the Atlantic Ocean 33 nautical miles (61 km) south of the Fastnet Rock by SM UC-66 ( Kaiserliche Marine ). All 57 people on board survived.,submarine
2011,Dieu te Garde,17/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was sunk in the Bay of Biscay off the coast of Gironde by SM UC-70 ( Kaiserliche Marine ).,submarine
2012,HMT Gowan,17/03/1917,55.7589011723719,-1.53313988187037, Royal Navy , World War I: The naval trawler was shelled and sunk in the North Sea 15 nautical miles (28 km) east by south of the Longstone Lighthouse by SM UC-50 ( Kaiserliche Marine ). Her crew survived.,submarine
2013,Guard,17/03/1917,52.030004018172,-6.90307241743568, United Kingdom , World War I: The fishing vessel was shelled and sunk in the Irish Sea 8 nautical miles (15 km) south west by west of the Coningbeg Lightship ( United Kingdom ) by SM UC-48 ( Kaiserliche Marine ). Her crew survived.,submarine
2014,Juliette,17/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was sunk in the Bay of Biscay off the coast of Gironde by SM UC-70 ( Kaiserliche Marine ).,submarine
2015,Kestrel,17/03/1917,55.7431001206342,-1.45370262961442, United Kingdom , World War I: The trawler was shelled and sunk in the North Sea 20 nautical miles (37 km) east by south of the Longstone Lighthouse by SM UC-50 ( Kaiserliche Marine ). Her crew survived.,submarine
2016,Louis XIV,17/03/1917,46.2341699968502,-2.0357862, France ," World War I: The fishing vessel was scuttled in the Bay of Biscay 35 nautical miles (65 km) west of the Île de Ré , Charente-Maritime by SM UC-70 ( Kaiserliche Marine ).",submarine
2017,HMS Mignonette,17/03/1917,50.633066, -10.912739, Royal Navy , World War I: The Arabis -class sloop struck a mine and sank in the Atlantic Ocean south west of Ireland with the loss of fourteen of her 79 crew.,mine
2018,Notre Dame du Perpetuel Secours,17/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was sunk in the Bay of Biscay off the coast of Gironde by SM UC-70 ( Kaiserliche Marine ).,submarine
2019,Nozal,17/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was sunk in the Bay of Biscay off the coast of Gironde by SM UC-70 ( Kaiserliche Marine ).,submarine
2020,HMS Paragon,17/03/1917,50.987098, 1.468997, Royal Navy , World War I: Action of 17 March 1917 : The Acasta -class destroyer was sunk in the Strait of Dover by a kaiserliche Marine destroyer.,unspecified
2021,Primeira Flor d'Abril,17/03/1917,39.0202799986432,-9.97281384, Portugal , World War I: The fishing vessel was scuttled in the Atlantic Ocean 15 nautical miles (28 km) west of Cabo da Roca by SM UC-67 ( Kaiserliche Marine ).,submarine
2022,Renée Islander,17/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was sunk in the Bay of Biscay off the coast of Gironde by SM UC-70 ( Kaiserliche Marine ).,submarine
2023,Restaurador,17/03/1917,39.0202799986432,-9.97281384, Portugal , World War I: The fishing vessel was sunk in the Atlantic Ocean 15 nautical miles (28 km) west of Cabo da Roca by SM UC-67 ( Kaiserliche Marine ).,submarine
2024,Rupella,17/03/1917,45.81472,-1.341667, France , World War I: The fishing vessel was sunk in the Bay of Biscay off the coast of Gironde by SM UC-70 ( Kaiserliche Marine ).,submarine
2025,Santa Rita Segunda,17/03/1917,39.0202799986432,-9.97281384, Portugal , World War I: The fishing vessel was sunk in the Atlantic Ocean 15 nautical miles (28 km) west of Cabo da Roca by SM UC-67 ( Kaiserliche Marine ).,submarine
2026,Senhora do Rosario,17/03/1917,39.0202799986432,-9.97281384, United Kingdom , World War I: The fishing vessel was sunk in the Atlantic Ocean 15 nautical miles (28 km) west of Cabo da Roca by SM UC-67 ( Kaiserliche Marine ).,submarine
2027,Tasso,17/03/1917,47.545661696,-3.46530199969956, United Kingdom ," World War I: the cargo ship struck a mine and sank in the Bay of Biscay 5 nautical miles (9.3 km) south of Groix , Morbihan , France with the loss of nineteen of her crew.",mine
2028,Entente Cordiale,18/03/1917,46.19658276,-1.81256599893392, France ," World War I: The fishing vessel was scuttled in the Bay of Biscay 18 nautical miles (33 km) south of Les Barges , Vendée by SM UC-70 ( Kaiserliche Marine ). Her crew survived.",submarine
2029,Greypoint,18/03/1917,51.3322332769993,1.4662720088012, United Kingdom ," World War I: The coaster was torpedoed and sunk in the English Channel 2 nautical miles (3.7 km) south east by south of Broadstairs , Kent by a Kaiserliche Marine torpedo boat.",torpedo
2030,Hyacinthe Yvonne,18/03/1917,46.145331, -1.223130, French Navy ," World War I: The Q-ship was sunk in the Bay of Biscay off La Pallice , Charente-Maritime by SM UC-70 ( Kaiserliche Marine ).",submarine
2031,Illinois,18/03/1917,50.27825336,-2.2, United States ," World War I: The tanker was scuttled in the English Channel 20 nautical miles (37 km) north of Alderney , Channel Islands by SM UC-21 ( Kaiserliche Marine ). Her crew survived.",submarine
2032,Madone,18/03/1917,46.493559, -1.812566, France , World War I: The fishing vessel was scuttled in the Bay of Biscay west by south of Les Barges by SM UC-70 ( Kaiserliche Marine ). Her crew survived.,submarine
2033,SM UB-6,18/03/1917,51.831188, 4.066515, Kaiserliche Marine ," World War I: The Type UB I submarine was scuttled at Hellevoetsluis , Zeeland , Netherlands.",scuttled
2034,Bergsli,19/03/1917,46.25611,-1.570833, Norway ," World War I: The cargo ship struck a mine and sank in the Bay of Biscay off the Chassiron Lighthouse , Charente-Maritime , France with the loss of four of her crew.",mine
2035,Brode,19/03/1917,47.6176589693969,-4.80675147996283, Norway ," World War I: The cargo ship was sunk in the Atlantic Ocean 28 nautical miles (52 km) south south east of Ar Men , Finistère by SM UC-36 ( Kaiserliche Marine ) with the loss of a crew member.",submarine
2036,Michel,19/03/1917,46.25611,-1.570833, France , World War I: The cargo ship struck a mine and sank in the Bay of Biscay off the Chassiron Lighthouse.,mine
2037,HMHS Asturias,20/03/1917,50.31306,-3.776389, United Kingdom ," ( Red Cross ): World War I : The hospital ship was damaged in the English Channel 6 nautical miles (11 km) off Start Point, Devon by SM UC-66 ( Kaiserliche Marine ) with the loss of 35 lives. She was beached and was later salvaged.",submarine
2038,Frisk,20/03/1917,56.3573919513627,-0.62260505043056, Norway ," World War I: The cargo ship was sunk in the North Sea 85 nautical miles (157 km) north east of Coquet Island , Northumberland , United Kingdom by SM UC-50 ( Kaiserliche Marine ) with the loss of seven of her crew.",submarine
2039,Hazelpark,20/03/1917,50.263632376427,-3.76655723420822, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the English Channel 3 nautical miles (5.6 km) south by east of Start Point, Devon by SM UC-66 ( Kaiserliche Marine ). Her crew survived.",submarine
2040,Avance,21/03/1917,50.3438017315884,-2.83356652678761, United Kingdom ," World War I : The fishing smack was shelled and sunk in the English Channel 25 nautical miles (46 km) west south west of Portland Bill , Dorset by SM UC-66 ( Kaiserliche Marine ). Her crew survived.",submarine
2041,Healdton,21/03/1917,56,3, United States , World War I: The tanker was torpedoed and sunk in the North Sea with the loss of at least seven of her crew.,torpedo
2042,Efeu,22/03/1917,51.0520663673952,1.00897423893555, Norway ," World War I: The sailing vessel wassunk in the English Channel 10 nautical miles (19 km) west south west of Dungeness , Kent , United Kingdom by SM UC-66 ( Kaiserliche Marine ). Her crew survived.",submarine
2043,Egenaes,22/03/1917,57.6741700003069,-1.77679168, Norway ," World War I: The coaster was sunk in the North Sea 10 nautical miles (19 km) east of Peterhead , Aberdeenshire , United Kingdom by SM UC-45 ( Kaiserliche Marine ) with the loss of five of her crew.",submarine
2044,Hugin,22/03/1917,47.87901368,-4.98583299938619, Norway ," World War I: The cargo ship was sunk in the Atlantic Ocean 10 nautical miles (19 km) south of Ar Men , Finistère , France by SM UC-36 ( Kaiserliche Marine ). Her crew survived.",submarine
2045,Providence,22/03/1917,52.2136928416334,-6.40074015996672, United Kingdom , World War I: The cargo ship struck a mine and sank in St. George's Channel 1.25 nautical miles (2.32 km) south by west of the Barrels Lightship ( United Kingdom ). Her crew survived.,mine
2046,Rio Colorado,22/03/1917,55.018509,-1.362863, United Kingdom , World War I: The cargo ship struck a mine and sank in the North Sea off the mouth of the River Tyne with the loss of ten of her crew.,mine
2047,Achille Adam,23/03/1917,50.4780652721159,0.794565388301654, United Kingdom ," World War I : The coaster was scuttled in the English Channel 31 nautical miles (57 km) south east by east of Beachy Head , East Sussex by SM UB-39 ( Kaiserliche Marine ) with the loss of six of her crew.",submarine
2048,Amstelstroom,23/03/1917,51.6956523887051,3.37620027200398, Netherlands ," World War I: The cargo ship was shelled and damaged in the North Sea by SMS G86 , SMS G87 and SMS V44 (all Kaiserliche Marine ). The derelict vessel was sunk on 27 March 20 nautical miles (37 km) east north east of the Noord Hinder Lightship ( Netherlands ) by SM UB-10 ( Kaiserliche Marine ).",submarine
2049,Bellatrix,23/03/1917,42.23611,11.8575, Norway ," World War I: The cargo ship was sunk in the Tyrrhenian Sea 6 nautical miles (11 km) off Civitavecchia , Lazio , Italy by SM U-34 ( Kaiserliche Marine ). Her crew survived.",submarine
2050,Boy Walter,24/03/1917,50.2226533468934,-4.33182334593399, United Kingdom , World War I: The fishing smack was scuttled in the Atlantic Ocean 15 nautical miles (28 km) south east of the Eddystone Lighthouse by SM UC-17 ( Kaiserliche Marine ). Her crew survived.,submarine
2051,Emanuela,24/03/1917,36.33333,14.66667, Italy , World War I: The sailing vessel was sunk in the Malta Channel by SM UC-38 ( Kaiserliche Marine ).,submarine
2052,Endeavour,24/03/1917,50.2226533468934,-4.33182334593399, United Kingdom , World War I: The fishing smack was scuttled in the Atlantic Ocean 15 nautical miles (28 km) south east of the Eddystone Lighthouse by SM UC-17 ( Kaiserliche Marine ). Her crew survived.,submarine
2053,Enigma,24/03/1917,50.2226533468934,-4.33182334593399, United Kingdom , World War I: The fishing smack was scuttled in the Atlantic Ocean 15 nautical miles (28 km) south east of the Eddystone Lighthouse by SM UC-17 ( Kaiserliche Marine ). Her crew survived.,submarine
2054,Ennistown,24/03/1917,52.6102044139634,-6.08270541331235, United Kingdom , World War I: The coaster was scuttled in St. George's Channel 10 nautical miles (19 km) south east of the South Arklow Lightship ( United Kingdom ) by SM UC-65 ( Kaiserliche Marine ). Her crew survived.,submarine
2055,Fairearn,24/03/1917,53.5149862593214,-5.20303851858283, United Kingdom , World War I: The coaster was torpedoed and sunk in the Irish Sea 16 nautical miles (30 km) west north west of South Stack by SM UC-65 ( Kaiserliche Marine ). Her crew survived.,submarine
2056,Grenmar,24/03/1917,56.7268907655931,-2.10078163683862, Norway ," World War I: The cargo ship was sunk in the North Sea 34 nautical miles (63 km) north by east of St Abb's Head , Berwickshire , United Kingdom by SM UC-77 ( Kaiserliche Marine ). Her crew survived.",submarine
2057,H.C.G.,24/03/1917,50.2226533468934,-4.33182334593399, United Kingdom , World War I: The fishing smack was scuttled in the Atlantic Ocean 15 nautical miles (28 km) south east of the Eddystone Lighthouse by SM UC-17 ( Kaiserliche Marine ). Her crew survived.,submarine
2058,Howe,24/03/1917,52.768108017503,-6.14823955393225, United Kingdom , World War I: The schooner was scuttled in St. George's Channel 4 nautical miles (7.4 km) north east by east of the South Arklow Lightship ( United Kingdom ) by SM UC-65 ( Kaiserliche Marine ). Her crew survived.,submarine
2059,Korsnaes,24/03/1917,52.8937742977586,-4.9226708032611, Norway ," World War I: The coaster was scuttled in the Irish Sea 3 nautical miles (5.6 km) west south west of Bardsey Island , Pembrokeshire , United Kingdom by SM UC-65 ( Kaiserliche Marine ). Her crew survived.",submarine
2060,L'Amerique,24/03/1917,48.07028,-4.834167, French Navy , World War I: The naval trawler was torpedoed and sunk in the Ras de Sein by SM UC-36 ( Kaiserliche Marine ) with the loss of all 26 hands.,submarine
2061,May Flower,24/03/1917,50.2226533468934,-4.33182334593399, United Kingdom , World War I: The fishing smack was scuttled in the Atlantic Ocean 15 nautical miles (28 km) south east of the Eddystone Lighthouse by SM UC-17 ( Kaiserliche Marine ). Her crew survived.,submarine
2062,Satanita,24/03/1917,50.2179164865086,-4.58576525716402, United Kingdom , World War I: The fishing smack was scuttled in the Atlantic Ocean 12 nautical miles (22 km) south south west of the Eddystone Lighthouse by SM UC-17 ( Kaiserliche Marine ). Her crew survived.,submarine
2063,Adenwen,25/03/1917,53.0677829472504,-5.90741309348565, United Kingdom , World War I : The cargo ship was torpedoed and sunk in the Irish Sea 6 nautical miles (11 km) south east by east of the North Arklow Lightship ( United Kingdom ) by a kaiserliche Marine submarine with the loss of ten of her crew.,torpedo
2064,Brandon,25/03/1917,53.9775,-4.662222, United Kingdom , World War I: The barque was scuttled in the Irish Sea by SM UC-65 ( Kaiserliche Marine ). Her four crew took to the lifeboats but were not rescued.,submarine
2065,C. Sundt,25/03/1917,60.61528,-1.407222, Norway ," World War I: The cargo ship was sunk in the North Sea east of the Shetland Islands , United Kingdom by SM U-81 ( Kaiserliche Marine ). Her fifteen crew took to the lifeboats but were not rescued.",submarine
2066,Etoile de la Mer,25/03/1917,49.66667,0.2213889, France , World War I: The fishing vessel was sunk in the Seine Estuary by SM UB-40 ( Kaiserliche Marine ).,submarine
2067,Etoile Polaire,25/03/1917,47.4511783456142,-3.64347865278678, France ," World War I: The fishing vessel was sunk in the Bay of Biscay 15 nautical miles (28 km) south west of Groix , Morbihan by SM UC-36 ( Kaiserliche Marine ).",submarine
2068,HMT Evangel,25/03/1917,51.701286, -5.052543, Royal Navy ," World War I: The naval trawler struck a mine and sank in the Irish Sea off Milford Haven , Pembrokeshire with the loss of fifteen of her crew.",mine
2069,Felix Faure,25/03/1917,49.66667,0.2213889, France , World War I: The fishing vessel was sunk in the Seine Estuary by SM UB-40 ( Kaiserliche Marine ).,submarine
2070,Fringante,25/03/1917,53.9775,-4.662222, France , World War I: The schooner was scuttled in the Irish Sea by SM UC-65 ( Kaiserliche Marine ). Her crew survived.,submarine
2071,Garant,25/03/1917,60.61528,-1.407222, Norway , World War I: The coaster was sunk in the North Sea east of the Shetland Islands by SM U-81 ( Kaiserliche Marine ). Her fourteen crew took to the lifeboats bu were not rescued.,submarine
2072,Huntleys,25/03/1917,50.3307089681112,0.188974083066863, United Kingdom ," World War I: The sailing vessel was scuttled in the English Channel 28 nautical miles (52 km) south south west of Beachy Head , East Sussex by SM UC-69 ( Kaiserliche Marine ). Her crew survived.",submarine
2073,Immacolata,25/03/1917,38.162702, 15.589446, Italy , World War I: The sailing vessel was sunk in the Strait of Messina by SM U-64 ( Kaiserliche Marine ).,submarine
2074,Industria,25/03/1917,58.725528, -5.434866, United Kingdom , World War I: The trawler was sunk off the coast of Scotland by SM UC-75 ( Kaiserliche Marine ) with the loss of all nine crew.,submarine
2075,Laly,25/03/1917,60.61528,-1.407222, Norway , World War I: The cargo ship was scuttled in the North Sea east of the Shetland Islands by SM U-81 ( Kaiserliche Marine ). Her nineteen crew took to the lifeboats but were not rescued.,submarine
2076,Marshall,25/03/1917,57.5961100005007,-1.69074432, Norway ," World War I: The cargo ship was sunk in the North Sea 17 nautical miles (31 km) east of Peterhead , Aberdeenshire , United Kingdom by SM UC-75 ( Kaiserliche Marine ). Her crew survived.",submarine
2077,Mary Annie,25/03/1917,50.3307089681112,0.188974083066863, United Kingdom , World War I: The three-masted schooner was scuttled in the English Channel 28 nautical miles (52 km) south south west of Beachy Head by SM UC-69 ( Kaiserliche Marine ). Her crew survived.,submarine
2078,Median,25/03/1917,57.1997323447437,-1.72766776374075, United Kingdom , World War I: The trawler was scuttled in the North Sea 30 nautical miles (56 km) east by south of Aberdeen by SM UC-75 ( Kaiserliche Marine ). Her crew survived.,submarine
2079,Roslyn,25/03/1917,57.1472200016153,-1.17035, United Kingdom ," World War I: The trawler was shelled and sunk in the North Sea 54 nautical miles (100 km) east of Girdle Ness , Aberdeenshire by SM UC-75 ( Kaiserliche Marine ). Her crew survived.",submarine
2080,Vellore,25/03/1917,31.4790424849828,29.7077904467235, United Kingdom ," World War I: The collier was torpedoed and sunk in the Mediterranean Sea 21 nautical miles (39 km) north west by north of Alexandria , Egypt by SM U-63 ( Kaiserliche Marine ). Her crew survived, but two were taken as prisoners of war.",submarine
2081,Ledbury,26/03/1917,33.7857614309656,20.4270743132926, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Mediterranean Sea 90 nautical miles (170 km) north by east of Benghazi , Libya by SM UB-43 ( Kaiserliche Marine ) with the loss of three of her crew.",submarine
2082,L. Rahmanich,26/03/1917,31.818991, 30.984935, Egypt , World War I: The sailing vessel was sunk in the Mediterranean Sea between Alexandria and Port Said by SM U-63 ( Kaiserliche Marine ).,submarine
2083,HMS Myrmidon,26/03/1917,51.1175,1.166945, Royal Navy ," The Myrmidon -class destroyer collided with Hamborn ( United Kingdom and sank in the English Channel off Dungeness , Kent with the loss of a crew member. Survivors were rescued by HMS Mermaid ( Royal Navy ) and Tambour ( United Kingdom ).",collision
2084,Aasta,27/03/1917,48.0143646691228,-5.02146833055736, Norway ," World War I : The cargo ship was sunk in the Atlantic Ocean 3 nautical miles (5.6 km) south west of Ar Men , Finistère , France by SM UC-69 ( Kaiserliche Marine ). Her crew survived.",submarine
2085,Galatia,27/03/1917,57.0638519656582,-2.09007901823569, United Kingdom ," World War I: The fishing vessel was scuttled in the North Sea 30 nautical miles (56 km) south south west of Buchan Ness , Aberdeenshire by SM UC-77 ( Kaiserliche Marine ). Her crew survived.",submarine
2086,Grib,27/03/1917,48.04999999937,-5.10282364, Norway , World War I: The cargo ship was sunk in the Atlantic Ocean 7 nautical miles (13 km) west of Ar Men by SM UC-69 ( Kaiserliche Marine ). Her crew survived.,submarine
2087,Holgate,27/03/1917,51.8935845856026,-10.6599295871217, United Kingdom ," World War I: The cargo ship was torpedoed and sunk in the Atlantic Ocean 10 nautical miles (19 km) north west of the Skellig Islands , County Kerry by SM U-57 ( Kaiserliche Marine ). Her crew survived.",submarine
